request_id,arrival_time_ps,settlement_time_ps,success,latency_ps,attempt_count,last_candidate_id,last_failure_cause
r0,0,1000000000,0,1000000000,5,r0:path:3:swap_tree_0,physical_failure
r1,0,160000000,1,160000000,1,r1:path:0:swap_tree_0,
r10,200000000,725000010,1,525000010,3,r10:path:0:swap_tree_0,
r11,200000000,565000000,1,365000000,2,r11:path:0:swap_tree_1,
r12,200000000,1200000000,0,1000000000,4,r12:path:3:swap_tree_0,physical_failure
r13,200000000,1200000000,0,1000000000,5,r13:path:1:swap_tree_1,physical_failure
r14,200000000,1200000000,0,1000000000,0,,
r15,200000000,1200000000,0,1000000000,0,,
r16,400000000,1025000010,1,625000010,3,r16:path:0:swap_tree_0,
r17,400000000,1110000000,1,710000000,4,r17:path:0:swap_tree_1,
r18,400000000,630000010,1,230000010,1,r18:path:2:swap_tree_2,
r19,400000000,830000010,1,430000010,2,r19:path:3:swap_tree_4,
r2,0,680000010,1,680000010,3,r2:path:3:swap_tree_2,
r20,400000000,765000000,1,365000000,2,r20:path:2:swap_tree_0,
r21,400000000,725000010,1,325000010,2,r21:path:3:swap_tree_0,
r22,400000000,1400000000,0,1000000000,0,,
r23,400000000,965000000,1,565000000,3,r23:path:2:swap_tree_1,
r24,600000000,1510000000,1,910000000,5,r24:path:1:swap_tree_1,
r25,600000000,1600000000,0,1000000000,0,,
r26,600000000,1165000000,1,565000000,3,r26:path:3:swap_tree_4,
r27,600000000,1600000000,0,1000000000,0,,
r28,600000000,1600000000,0,1000000000,0,,
r29,600000000,1600000000,0,1000000000,0,,
r3,0,965000000,1,965000000,5,r3:path:3:swap_tree_4,
r30,600000000,1600000000,0,1000000000,5,r30:path:2:swap_tree_0,physical_failure
r31,600000000,765000000,1,165000000,1,r31:path:2:swap_tree_4,
r32,800000000,1110000000,1,310000000,2,r32:path:2:swap_tree_1,
r33,800000000,1165000000,1,365000000,2,r33:path:0:swap_tree_2,
r34,800000000,1800000000,0,1000000000,5,r34:path:3:swap_tree_4,physical_failure
r35,800000000,1800000000,0,1000000000,5,r35:path:3:swap_tree_4,physical_failure
r36,800000000,1110000000,1,310000000,2,r36:path:3:swap_tree_1,
r37,800000000,1800000000,0,1000000000,0,,
r38,800000000,1560000000,1,760000000,4,r38:path:3:swap_tree_0,
r39,800000000,1800000000,0,1000000000,5,r39:path:3:swap_tree_4,physical_failure
r4,0,965000000,1,965000000,5,r4:path:0:swap_tree_2,
r5,0,1000000000,0,1000000000,0,,
r6,0,1000000000,0,1000000000,0,,
r7,0,365000000,1,365000000,2,r7:path:1:swap_tree_4,
r8,200000000,430000010,1,230000010,1,r8:path:3:swap_tree_4,
r9,200000000,310000000,1,110000000,1,r9:path:3:swap_tree_0,
